"county","town","precinct","office","district","party","candidate","votes"
"Rutland","Benson","Benson","Auditor General","","Liberty Union","Jerry Levy",32
"Franklin","Berkshire","Berkshire","Auditor General","","Liberty Union","Jerry Levy",22
"Washington","Berlin","Berlin","Auditor General","","Liberty Union","Jerry Levy",28
"Windsor","Bethel","Bethel","Auditor General","","Liberty Union","Jerry Levy",46
"Essex","Bloomfield","Bloomfield","Auditor General","","Liberty Union","Jerry Levy",7
"Chittenden","Bolton","Bolton","Auditor General","","Liberty Union","Jerry Levy",10
"Orange","Bradford","Bradford","Auditor General","","Liberty Union","Jerry Levy",44
"Orange","Braintree","Braintree","Auditor General","","Liberty Union","Jerry Levy",21
"Rutland","Brandon","Brandon","Auditor General","","Liberty Union","Jerry Levy",73
"Windham","Brattleboro","Windham 3-1","Auditor General","","Liberty Union","Jerry Levy",236
"Windham","Brattleboro","Windham 3-2","Auditor General","","Liberty Union","Jerry Levy",314
"Windham","Brattleboro","Windham 3-3","Auditor General","","Liberty Union","Jerry Levy",285
"Windsor","Bridgewater","Bridgewater","Auditor General","","Liberty Union","Jerry Levy",14
"Addison","Bridport","Bridport","Auditor General","","Liberty Union","Jerry Levy",28
"Essex","Brighton","Brighton","Auditor General","","Liberty Union","Jerry Levy",29
"Addison","Bristol","Bristol","Auditor General","","Liberty Union","Jerry Levy",44
"Orange","Brookfield","Brookfield","Auditor General","","Liberty Union","Jerry Levy",18
"Windham","Brookline","Brookline","Auditor General","","Liberty Union","Jerry Levy",23
"Orleans","Brownington","Brownington","Auditor General","","Liberty Union","Jerry Levy",16
"Essex","Brunswick","Brunswick","Auditor General","","Liberty Union","Jerry Levy",2
"Caledonia","Burke","Burke","Auditor General","","Liberty Union","Jerry Levy",19
"Chittenden","Burlington","Chittenden 3-1","Auditor General","","Liberty Union","Jerry Levy",68
"Chittenden","Burlington","Chittenden 3-2","Auditor General","","Liberty Union","Jerry Levy",41
"Chittenden","Burlington","Chittenden 3-3","Auditor General","","Liberty Union","Jerry Levy",166
"Chittenden","Burlington","Chittenden 3-4","Auditor General","","Liberty Union","Jerry Levy",138
"Chittenden","Burlington","Chittenden 3-5","Auditor General","","Liberty Union","Jerry Levy",132
"Chittenden","Burlington","Chittenden 3-6","Auditor General","","Liberty Union","Jerry Levy",21
"Washington","Cabot","Cabot","Auditor General","","Liberty Union","Jerry Levy",11
"Washington","Calais","Calais","Auditor General","","Liberty Union","Jerry Levy",23
"Lamoille","Cambridge","Cambridge","Auditor General","","Liberty Union","Jerry Levy",38
"Essex","Canaan","Canaan","Auditor General","","Liberty Union","Jerry Levy",13
"Rutland","Castleton","Castleton","Auditor General","","Liberty Union","Jerry Levy",74
"Windsor","Cavendish","Cavendish","Auditor General","","Liberty Union","Jerry Levy",36
"Orleans","Charleston","Charleston","Auditor General","","Liberty Union","Jerry Levy",16
"Chittenden","Charlotte","Charlotte","Auditor General","","Liberty Union","Jerry Levy",51
"Orange","Chelsea","Chelsea","Auditor General","","Liberty Union","Jerry Levy",30
"Windsor","Chester","Chester","Auditor General","","Liberty Union","Jerry Levy",79
"Rutland","Chittenden","Chittenden","Auditor General","","Liberty Union","Jerry Levy",19
"Rutland","Clarendon","Clarendon","Auditor General","","Liberty Union","Jerry Levy",51
"Chittenden","Colchester","Chittenden 7-1","Auditor General","","Liberty Union","Jerry Levy",65
"Chittenden","Colchester","Chittenden 7-2","Auditor General","","Liberty Union","Jerry Levy",62
"Essex","Concord","Concord","Auditor General","","Liberty Union","Jerry Levy",16
"Orange","Corinth","Corinth","Auditor General","","Liberty Union","Jerry Levy",26
"Addison","Cornwall","Cornwall","Auditor General","","Liberty Union","Jerry Levy",6
"Orleans","Coventry","Coventry","Auditor General","","Liberty Union","Jerry Levy",17
"Orleans","Craftsbury","Craftsbury","Auditor General","","Liberty Union","Jerry Levy",10
"Rutland","Danby","Danby","Auditor General","","Liberty Union","Jerry Levy",23
"Caledonia","Danville","Danville","Auditor General","","Liberty Union","Jerry Levy",22
"Orleans","Derby","Derby","Auditor General","","Liberty Union","Jerry Levy",56
"Bennington","Dorset","Dorset","Auditor General","","Liberty Union","Jerry Levy",48
"Windham","Dover","Dover","Auditor General","","Liberty Union","Jerry Levy",87
"Windham","Dummerston","Dummerston","Auditor General","","Liberty Union","Jerry Levy",86
"Washington","Duxbury","Duxbury","Auditor General","","Liberty Union","Jerry Levy",16
"Essex","East Haven","E. Haven","Auditor General","","Liberty Union","Jerry Levy",5
"Washington","East Montpelier","E. Montpelier","Auditor General","","Liberty Union","Jerry Levy",33
"Lamoille","Eden","Eden","Auditor General","","Liberty Union","Jerry Levy",22
"Lamoille","Elmore","Elmore","Auditor General","","Liberty Union","Jerry Levy",13
"Franklin","Enosburgh","Enosburgh","Auditor General","","Liberty Union","Jerry Levy",46
"Chittenden","Essex","Chittenden 6-1","Auditor General","","Liberty Union","Jerry Levy",67
"Chittenden","Essex","Chittenden 6-2","Auditor General","","Liberty Union","Jerry Levy",92
"Chittenden","Essex","Chittenden 6-3","Auditor General","","Liberty Union","Jerry Levy",17
"Rutland","Fair Haven","Fair Haven","Auditor General","","Liberty Union","Jerry Levy",59
"Franklin","Fairfax","Fairfax","Auditor General","","Liberty Union","Jerry Levy",54
"Franklin","Fairfield","Fairfield","Auditor General","","Liberty Union","Jerry Levy",20
"Orange","Fairlee","Fairlee","Auditor General","","Liberty Union","Jerry Levy",12
"Washington","Fayston","Fayston","Auditor General","","Liberty Union","Jerry Levy",14
"Addison","Ferrisburgh","Ferrisburgh","Auditor General","","Liberty Union","Jerry Levy",74
"Franklin","Fletcher","Fletcher","Auditor General","","Liberty Union","Jerry Levy",16
"Franklin","Franklin","Franklin","Auditor General","","Liberty Union","Jerry Levy",14
"Franklin","Georgia","Georgia","Auditor General","","Liberty Union","Jerry Levy",54
"Orleans","Glover","Glover","Auditor General","","Liberty Union","Jerry Levy",21
"Addison","Goshen","Goshen","Auditor General","","Liberty Union","Jerry Levy",4
"Windham","Grafton","Grafton","Auditor General","","Liberty Union","Jerry Levy",28
"Essex","Granby","Granby","Auditor General","","Liberty Union","Jerry Levy",1
"Grand Isle","Grand Isle","Grand Isle","Auditor General","","Liberty Union","Jerry Levy",23
"Addison","Granville","Granville","Auditor General","","Liberty Union","Jerry Levy",8
"Orleans","Greensboro","Greensboro","Auditor General","","Liberty Union","Jerry Levy",11
"Caledonia","Groton","Groton","Auditor General","","Liberty Union","Jerry Levy",8
"Essex","Guildhall","Guildhall","Auditor General","","Liberty Union","Jerry Levy",7
"Windham","Guilford","Guilford","Auditor General","","Liberty Union","Jerry Levy",131
"Windham","Halifax","Halifax","Auditor General","","Liberty Union","Jerry Levy",50
"Addison","Hancock","Hancock","Auditor General","","Liberty Union","Jerry Levy",8
"Caledonia","Hardwick","Hardwick","Auditor General","","Liberty Union","Jerry Levy",39
"Windsor","Hartford","Windsor 6-1","Auditor General","","Liberty Union","Jerry Levy",28
"Windsor","Hartford","Windsor 6-2","Auditor General","","Liberty Union","Jerry Levy",138
"Windsor","Hartland","Hartland","Auditor General","","Liberty Union","Jerry Levy",73
"Franklin","Highgate","Highgate","Auditor General","","Liberty Union","Jerry Levy",34
"Chittenden","Hinesburg","Chittenden 1-1","Auditor General","","Liberty Union","Jerry Levy",34
"Chittenden","Hinesburg","Chittenden 1-2","Auditor General","","Liberty Union","Jerry Levy",3
"Orleans","Holland","Holland","Auditor General","","Liberty Union","Jerry Levy",10
"Rutland","Hubbardton","Hubbardton","Auditor General","","Liberty Union","Jerry Levy",16
"Chittenden","Huntington","Huntington","Auditor General","","Liberty Union","Jerry Levy",22
"Lamoille","Hyde Park","Hyde Park","Auditor General","","Liberty Union","Jerry Levy",32
"Rutland","Ira","Rutland Rutland 1-1","Auditor General","","Liberty Union","Jerry Levy",0
"Rutland","Ira","Rutland Rutland 1-2","Auditor General","","Liberty Union","Jerry Levy",4
"Orleans","Irasburg","Irasburg","Auditor General","","Liberty Union","Jerry Levy",16
"Grand Isle","Isle La Motte","Isle La Motte","Auditor General","","Liberty Union","Jerry Levy",7
"Windham","Jamaica","Jamaica","Auditor General","","Liberty Union","Jerry Levy",55
"Orleans","Jay","Jay","Auditor General","","Liberty Union","Jerry Levy",8
"Chittenden","Jericho","Jericho","Auditor General","","Liberty Union","Jerry Levy",39
"Lamoille","Johnson","Johnson","Auditor General","","Liberty Union","Jerry Levy",50
"Rutland","Killington","Killington","Auditor General","","Liberty Union","Jerry Levy",21
"Caledonia","Kirby","Kirby","Auditor General","","Liberty Union","Jerry Levy",5
"Bennington","Landgrove","Landgrove","Auditor General","","Liberty Union","Jerry Levy",2
"Addison","Leicester","Leicester","Auditor General","","Liberty Union","Jerry Levy",15
"Essex","Lemington","Lemington","Auditor General","","Liberty Union","Jerry Levy",0
"Addison","Lincoln","Lincoln","Auditor General","","Liberty Union","Jerry Levy",20
"Windham","Londonderry","Londonderry","Auditor General","","Liberty Union","Jerry Levy",59
"Orleans","Lowell","Lowell","Auditor General","","Liberty Union","Jerry Levy",15
"Windsor","Ludlow","Ludlow","Auditor General","","Liberty Union","Jerry Levy",51
"Essex","Lunenburg","Lunenburg","Auditor General","","Liberty Union","Jerry Levy",15
"Caledonia","Lyndon","Lyndon","Auditor General","","Liberty Union","Jerry Levy",58
"Essex","Maidstone","Maidstone","Auditor General","","Liberty Union","Jerry Levy",3
"Bennington","Manchester","Manchester","Auditor General","","Liberty Union","Jerry Levy",115
"Windham","Marlboro","Marlboro","Auditor General","","Liberty Union","Jerry Levy",95
"Washington","Marshfield","Marshfield","Auditor General","","Liberty Union","Jerry Levy",14
"Rutland","Mendon","Mendon","Auditor General","","Liberty Union","Jerry Levy",14
"Addison","Middlebury","Middlebury","Auditor General","","Liberty Union","Jerry Levy",77
"Washington","Middlesex","Middlesex","Auditor General","","Liberty Union","Jerry Levy",19
"Rutland","Middletown Springs","Middletown Springs","Auditor General","","Liberty Union","Jerry Levy",8
"Chittenden","Milton","Chittenden 9","Auditor General","","Liberty Union","Jerry Levy",90
"Chittenden","Milton","Grand Isle-Chittenden 1-1","Auditor General","","Liberty Union","Jerry Levy",9
"Addison","Monkton","Monkton","Auditor General","","Liberty Union","Jerry Levy",19
"Franklin","Montgomery","Montgomery","Auditor General","","Liberty Union","Jerry Levy",19
"Washington","Montpelier","Montpelier","Auditor General","","Liberty Union","Jerry Levy",92
"Washington","Moretown","Moretown","Auditor General","","Liberty Union","Jerry Levy",15
"Orleans","Morgan","Morgan","Auditor General","","Liberty Union","Jerry Levy",8
"Lamoille","Morristown","Morristown","Auditor General","","Liberty Union","Jerry Levy",83
"Rutland","Mount Holly","Mount Holly","Auditor General","","Liberty Union","Jerry Levy",22
"Rutland","Mount Tabor","Mount Tabor","Auditor General","","Liberty Union","Jerry Levy",6
"Addison","New Haven","New Haven","Auditor General","","Liberty Union","Jerry Levy",25
"Caledonia","Newark","Newark","Auditor General","","Liberty Union","Jerry Levy",8
"Orange","Newbury","Newbury","Auditor General","","Liberty Union","Jerry Levy",36
"Windham","Newfane","Newfane","Auditor General","","Liberty Union","Jerry Levy",93
"Orleans","Newport City","Newport City","Auditor General","","Liberty Union","Jerry Levy",45
"Orleans","Newport Town","Newport Town","Auditor General","","Liberty Union","Jerry Levy",20
"Grand Isle","North Hero","N. Hero","Auditor General","","Liberty Union","Jerry Levy",11
"Washington","Northfield","Northfield","Auditor General","","Liberty Union","Jerry Levy",64
"Essex","Norton","Norton","Auditor General","","Liberty Union","Jerry Levy",5
"Windsor","Norwich","Norwich","Auditor General","","Liberty Union","Jerry Levy",38
"Orange","Orange","Orange","Auditor General","","Liberty Union","Jerry Levy",11
"Addison","Orwell","Orwell","Auditor General","","Liberty Union","Jerry Levy",20
"Addison","Panton","Panton","Auditor General","","Liberty Union","Jerry Levy",9
"Rutland","Pawlet","Pawlet","Auditor General","","Liberty Union","Jerry Levy",35
"Caledonia","Peacham","Peacham","Auditor General","","Liberty Union","Jerry Levy",11
"Bennington","Peru","Peru","Auditor General","","Liberty Union","Jerry Levy",17
"Rutland","Pittsfield","Pittsfield","Auditor General","","Liberty Union","Jerry Levy",8
"Rutland","Pittsford","Pittsford","Auditor General","","Liberty Union","Jerry Levy",38
"Washington","Plainfield","Plainfield","Auditor General","","Liberty Union","Jerry Levy",37
"Windsor","Plymouth","Plymouth","Auditor General","","Liberty Union","Jerry Levy",13
"Windsor","Pomfret","Pomfret","Auditor General","","Liberty Union","Jerry Levy",24
"Rutland","Poultney","Poultney","Auditor General","","Liberty Union","Jerry Levy",49
"Bennington","Pownal","Pownal","Auditor General","","Liberty Union","Jerry Levy",150
"Rutland","Proctor","Proctor","Auditor General","","Liberty Union","Jerry Levy",20
"Windham","Putney","Putney","Auditor General","","Liberty Union","Jerry Levy",172
"Orange","Randolph","Randolph","Auditor General","","Liberty Union","Jerry Levy",82
"Windsor","Reading","Reading","Auditor General","","Liberty Union","Jerry Levy",13
"Bennington","Readsboro","Readsboro","Auditor General","","Liberty Union","Jerry Levy",44
"Franklin","Richford","Richford","Auditor General","","Liberty Union","Jerry Levy",34
"Chittenden","Richmond","Richmond","Auditor General","","Liberty Union","Jerry Levy",30
"Addison","Ripton","Ripton","Auditor General","","Liberty Union","Jerry Levy",13
"Windsor","Rochester","Rochester","Auditor General","","Liberty Union","Jerry Levy",32
"Windham","Rockingham","Rockingham","Auditor General","","Liberty Union","Jerry Levy",141
"Washington","Roxbury","Roxbury","Auditor General","","Liberty Union","Jerry Levy",23
"Windsor","Royalton","Royalton","Auditor General","","Liberty Union","Jerry Levy",55
"Bennington","Rupert","Rupert","Auditor General","","Liberty Union","Jerry Levy",17
"Rutland","Rutland City","Rutland 5-1","Auditor General","","Liberty Union","Jerry Levy",47
"Rutland","Rutland City","Rutland 5-2","Auditor General","","Liberty Union","Jerry Levy",65
"Rutland","Rutland City","Rutland 5-3","Auditor General","","Liberty Union","Jerry Levy",64
"Rutland","Rutland City","Rutland 5-4","Auditor General","","Liberty Union","Jerry Levy",65
"Rutland","Rutland Town","Rutland Town","Auditor General","","Liberty Union","Jerry Levy",41
"Caledonia","Ryegate","Ryegate","Auditor General","","Liberty Union","Jerry Levy",15
"Addison","Salisbury","Salisbury","Auditor General","","Liberty Union","Jerry Levy",13
"Bennington","Sandgate","Sandgate","Auditor General","","Liberty Union","Jerry Levy",10
"Bennington","Searsburg","Searsburg","Auditor General","","Liberty Union","Jerry Levy",8
"Bennington","Shaftsbury","Shaftsbury","Auditor General","","Liberty Union","Jerry Levy",90
"Windsor","Sharon","Sharon","Auditor General","","Liberty Union","Jerry Levy",28
"Caledonia","Sheffield","Sheffield","Auditor General","","Liberty Union","Jerry Levy",11
"Chittenden","Shelburne","Chittenden 5-1","Auditor General","","Liberty Union","Jerry Levy",38
"Chittenden","Shelburne","Chittenden 5-2","Auditor General","","Liberty Union","Jerry Levy",42
"Franklin","Sheldon","Sheldon","Auditor General","","Liberty Union","Jerry Levy",32
"Addison","Shoreham","Shoreham","Auditor General","","Liberty Union","Jerry Levy",19
"Rutland","Shrewsbury","Shrewsbury","Auditor General","","Liberty Union","Jerry Levy",25
"Chittenden","South Burlington","Chittenden 3-10","Auditor General","","Liberty Union","Jerry Levy",32
"Chittenden","South Burlington","Chittenden 3-7","Auditor General","","Liberty Union","Jerry Levy",34
"Chittenden","South Burlington","Chittenden 3-8","Auditor General","","Liberty Union","Jerry Levy",52
"Chittenden","South Burlington","Chittenden 3-9","Auditor General","","Liberty Union","Jerry Levy",37
"Grand Isle","South Hero","S. Hero","Auditor General","","Liberty Union","Jerry Levy",20
"Windsor","Springfield","Windsor 1-1","Auditor General","","Liberty Union","Jerry Levy",1
"Windsor","Springfield","Windsor 1-2","Auditor General","","Liberty Union","Jerry Levy",208
,"Saint  Albans City","St. Albans City","Auditor General","","Liberty Union","Jerry Levy",92
,"Saint  Albans Town","St. Albans Town","Auditor General","","Liberty Union","Jerry Levy",70
,"Saint  George","St. George","Auditor General","","Liberty Union","Jerry Levy",9
,"Saint  Johnsbury","St. Johnsbury","Auditor General","","Liberty Union","Jerry Levy",73
"Bennington","Stamford","Stamford","Auditor General","","Liberty Union","Jerry Levy",41
"Caledonia","Stannard","Stannard","Auditor General","","Liberty Union","Jerry Levy",2
"Addison","Starksboro","Starksboro","Auditor General","","Liberty Union","Jerry Levy",13
"Windsor","Stockbridge","Stockbridge","Auditor General","","Liberty Union","Jerry Levy",11
"Lamoille","Stowe","Stowe","Auditor General","","Liberty Union","Jerry Levy",49
"Orange","Strafford","Strafford","Auditor General","","Liberty Union","Jerry Levy",23
"Windham","Stratton","Stratton","Auditor General","","Liberty Union","Jerry Levy",10
"Rutland","Sudbury","Sudbury","Auditor General","","Liberty Union","Jerry Levy",17
"Bennington","Sunderland","Sunderland","Auditor General","","Liberty Union","Jerry Levy",40
"Caledonia","Sutton","Sutton","Auditor General","","Liberty Union","Jerry Levy",9
"Franklin","Swanton","Swanton","Auditor General","","Liberty Union","Jerry Levy",74
"Orange","Thetford","Thetford","Auditor General","","Liberty Union","Jerry Levy",55
"Rutland","Tinmouth","Tinmouth","Auditor General","","Liberty Union","Jerry Levy",10
"Orange","Topsham","Topsham","Auditor General","","Liberty Union","Jerry Levy",10
"Windham","Townshend","Townshend","Auditor General","","Liberty Union","Jerry Levy",73
"Orleans","Troy","Troy","Auditor General","","Liberty Union","Jerry Levy",15
"Orange","Tunbridge","Tunbridge","Auditor General","","Liberty Union","Jerry Levy",26
"Chittenden","Underhill","Underhill","Auditor General","","Liberty Union","Jerry Levy",21
"Addison","Vergennes","Vergennes","Auditor General","","Liberty Union","Jerry Levy",39
"Windham","Vernon","Vernon","Auditor General","","Liberty Union","Jerry Levy",79
"Orange","Vershire","Vershire","Auditor General","","Liberty Union","Jerry Levy",13
"Essex","Victory","Victory","Auditor General","","Liberty Union","Jerry Levy",3
"Washington","Waitsfield","Waitsfield","Auditor General","","Liberty Union","Jerry Levy",18
"Caledonia","Walden","Walden","Auditor General","","Liberty Union","Jerry Levy",12
"Rutland","Wallingford","Wallingford","Auditor General","","Liberty Union","Jerry Levy",47
"Addison","Waltham","Waltham","Auditor General","","Liberty Union","Jerry Levy",2
"Windham","Wardsboro","Wardsboro","Auditor General","","Liberty Union","Jerry Levy",38
"Washington","Warren","Warren","Auditor General","","Liberty Union","Jerry Levy",31
"Orange","Washington","Washington","Auditor General","","Liberty Union","Jerry Levy",10
"Washington","Waterbury","Waterbury","Auditor General","","Liberty Union","Jerry Levy",57
"Caledonia","Waterford","Waterford","Auditor General","","Liberty Union","Jerry Levy",13
"Lamoille","Waterville","Waterville","Auditor General","","Liberty Union","Jerry Levy",4
"Windsor","Weathersfield","Weathersfield","Auditor General","","Liberty Union","Jerry Levy",60
"Rutland","Wells","Wells","Auditor General","","Liberty Union","Jerry Levy",19
"Orange","West Fairlee","W. Fairlee","Auditor General","","Liberty Union","Jerry Levy",8
"Rutland","West Haven","W. Haven","Auditor General","","Liberty Union","Jerry Levy",0
"Rutland","West Rutland","W. Rutland","Auditor General","","Liberty Union","Jerry Levy",38
"Windsor","West Windsor","W. Windsor","Auditor General","","Liberty Union","Jerry Levy",28
"Orleans","Westfield","Westfield","Auditor General","","Liberty Union","Jerry Levy",6
"Chittenden","Westford","Westford","Auditor General","","Liberty Union","Jerry Levy",10
"Windham","Westminster","Windham 4","Auditor General","","Liberty Union","Jerry Levy",5
"Windham","Westminster","Windham 5","Auditor General","","Liberty Union","Jerry Levy",124
"Orleans","Westmore","Westmore","Auditor General","","Liberty Union","Jerry Levy",6
"Windsor","Weston","Weston","Auditor General","","Liberty Union","Jerry Levy",18
"Addison","Weybridge","Weybridge","Auditor General","","Liberty Union","Jerry Levy",6
"Caledonia","Wheelock","Wheelock","Auditor General","","Liberty Union","Jerry Levy",11
"Addison","Whiting","Whiting","Auditor General","","Liberty Union","Jerry Levy",6
"Windham","Whitingham","Whitingham","Auditor General","","Liberty Union","Jerry Levy",76
"Orange","Williamstown","Williamstown","Auditor General","","Liberty Union","Jerry Levy",41
"Chittenden","Williston","Williston","Auditor General","","Liberty Union","Jerry Levy",54
"Windham","Wilmington","Wilmington","Auditor General","","Liberty Union","Jerry Levy",120
"Windham","Windham","Windham","Auditor General","","Liberty Union","Jerry Levy",17
"Windsor","Windsor","Windsor","Auditor General","","Liberty Union","Jerry Levy",82
"Bennington","Winhall","Winhall","Auditor General","","Liberty Union","Jerry Levy",38
"Chittenden","Winooski","Winooski","Auditor General","","Liberty Union","Jerry Levy",85
"Lamoille","Wolcott","Wolcott","Auditor General","","Liberty Union","Jerry Levy",22
"Washington","Woodbury","Woodbury","Auditor General","","Liberty Union","Jerry Levy",17
"Bennington","Woodford","Woodford","Auditor General","","Liberty Union","Jerry Levy",22
"Windsor","Woodstock","Woodstock","Auditor General","","Liberty Union","Jerry Levy",55
"Washington","Worcester","Worcester","Auditor General","","Liberty Union","Jerry Levy",10
"Addison","Addison","Addison","Auditor General","",,"Write Ins",3
"Orleans","Albany","Albany","Auditor General","",,"Write Ins",0
"Grand Isle","Alburgh","Alburgh","Auditor General","",,"Write Ins",3
"Windsor","Andover","Andover","Auditor General","",,"Write Ins",0
"Bennington","Arlington","Arlington","Auditor General","",,"Write Ins",3
"Windham","Athens","Athens","Auditor General","",,"Write Ins",0
"Franklin","Bakersfield","Bakersfield","Auditor General","",,"Write Ins",3
"Windsor","Baltimore","Baltimore","Auditor General","",,"Write Ins",1
"Windsor","Barnard","Barnard","Auditor General","",,"Write Ins",0
"Caledonia","Barnet","Barnet","Auditor General","",,"Write Ins",2
"Washington","Barre City","Washington 3-1","Auditor General","",,"Write Ins",2
"Washington","Barre City","Washington 3-2","Auditor General","",,"Write Ins",0
"Washington","Barre City","Washington 3-3","Auditor General","",,"Write Ins",1
"Washington","Barre Town","Barre Town","Auditor General","",,"Write Ins",10
"Orleans","Barton","Barton","Auditor General","",,"Write Ins",1
"Lamoille","Belvidere","Belvidere","Auditor General","",,"Write Ins",2
"Bennington","Bennington","Bennington 2-1","Auditor General","",,"Write Ins",8
"Bennington","Bennington","Bennington 2-2","Auditor General","",,"Write Ins",1
"Bennington","Bennington","Bennington 5","Auditor General","",,"Write Ins",0
"Rutland","Benson","Benson","Auditor General","",,"Write Ins",0
"Franklin","Berkshire","Berkshire","Auditor General","",,"Write Ins",2
"Washington","Berlin","Berlin","Auditor General","",,"Write Ins",6
"Windsor","Bethel","Bethel","Auditor General","",,"Write Ins",1
"Essex","Bloomfield","Bloomfield","Auditor General","",,"Write Ins",0
"Chittenden","Bolton","Bolton","Auditor General","",,"Write Ins",0
"Orange","Bradford","Bradford","Auditor General","",,"Write Ins",0
"Orange","Braintree","Braintree","Auditor General","",,"Write Ins",0
"Rutland","Brandon","Brandon","Auditor General","",,"Write Ins",6
"Windham","Brattleboro","Windham 3-1","Auditor General","",,"Write Ins",2
"Windham","Brattleboro","Windham 3-2","Auditor General","",,"Write Ins",2
"Windham","Brattleboro","Windham 3-3","Auditor General","",,"Write Ins",2
"Windsor","Bridgewater","Bridgewater","Auditor General","",,"Write Ins",0
"Addison","Bridport","Bridport","Auditor General","",,"Write Ins",3
"Essex","Brighton","Brighton","Auditor General","",,"Write Ins",2
"Addison","Bristol","Bristol","Auditor General","",,"Write Ins",4
"Orange","Brookfield","Brookfield","Auditor General","",,"Write Ins",0
"Windham","Brookline","Brookline","Auditor General","",,"Write Ins",0
"Orleans","Brownington","Brownington","Auditor General","",,"Write Ins",1
"Essex","Brunswick","Brunswick","Auditor General","",,"Write Ins",0
"Caledonia","Burke","Burke","Auditor General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 3-1","Auditor General","",,"Write Ins",10
"Chittenden","Burlington","Chittenden 3-2","Auditor General","",,"Write Ins",1
"Chittenden","Burlington","Chittenden 3-3","Auditor General","",,"Write Ins",27
"Chittenden","Burlington","Chittenden 3-4","Auditor General","",,"Write Ins",36
"Chittenden","Burlington","Chittenden 3-5","Auditor General","",,"Write Ins",11
"Chittenden","Burlington","Chittenden 3-6","Auditor General","",,"Write Ins",4
"Washington","Cabot","Cabot","Auditor General","",,"Write Ins",2
"Washington","Calais","Calais","Auditor General","",,"Write Ins",1
"Lamoille","Cambridge","Cambridge","Auditor General","",,"Write Ins",4
"Essex","Canaan","Canaan","Auditor General","",,"Write Ins",0
"Rutland","Castleton","Castleton","Auditor General","",,"Write Ins",4
"Windsor","Cavendish","Cavendish","Auditor General","",,"Write Ins",1
"Orleans","Charleston","Charleston","Auditor General","",,"Write Ins",0
"Chittenden","Charlotte","Charlotte","Auditor General","",,"Write Ins",3
"Orange","Chelsea","Chelsea","Auditor General","",,"Write Ins",0
"Windsor","Chester","Chester","Auditor General","",,"Write Ins",1
"Rutland","Chittenden","Chittenden","Auditor General","",,"Write Ins",1
"Rutland","Clarendon","Clarendon","Auditor General","",,"Write Ins",14
"Chittenden","Colchester","Chittenden 7-1","Auditor General","",,"Write Ins",4
"Chittenden","Colchester","Chittenden 7-2","Auditor General","",,"Write Ins",8
"Essex","Concord","Concord","Auditor General","",,"Write Ins",0
"Orange","Corinth","Corinth","Auditor General","",,"Write Ins",2
"Addison","Cornwall","Cornwall","Auditor General","",,"Write Ins",0
"Orleans","Coventry","Coventry","Auditor General","",,"Write Ins",0
"Orleans","Craftsbury","Craftsbury","Auditor General","",,"Write Ins",3
"Rutland","Danby","Danby","Auditor General","",,"Write Ins",1
"Caledonia","Danville","Danville","Auditor General","",,"Write Ins",4
"Orleans","Derby","Derby","Auditor General","",,"Write Ins",6
"Bennington","Dorset","Dorset","Auditor General","",,"Write Ins",3
"Windham","Dover","Dover","Auditor General","",,"Write Ins",2
"Windham","Dummerston","Dummerston","Auditor General","",,"Write Ins",0
"Washington","Duxbury","Duxbury","Auditor General","",,"Write Ins",2
"Essex","East Haven","E. Haven","Auditor General","",,"Write Ins",0
"Washington","East Montpelier","E. Montpelier","Auditor General","",,"Write Ins",9
"Lamoille","Eden","Eden","Auditor General","",,"Write Ins",0
"Lamoille","Elmore","Elmore","Auditor General","",,"Write Ins",0
"Franklin","Enosburgh","Enosburgh","Auditor General","",,"Write Ins",1
"Chittenden","Essex","Chittenden 6-1","Auditor General","",,"Write Ins",26
"Chittenden","Essex","Chittenden 6-2","Auditor General","",,"Write Ins",23
"Chittenden","Essex","Chittenden 6-3","Auditor General","",,"Write Ins",7
"Rutland","Fair Haven","Fair Haven","Auditor General","",,"Write Ins",1
"Franklin","Fairfax","Fairfax","Auditor General","",,"Write Ins",11
"Franklin","Fairfield","Fairfield","Auditor General","",,"Write Ins",1
"Orange","Fairlee","Fairlee","Auditor General","",,"Write Ins",0
"Washington","Fayston","Fayston","Auditor General","",,"Write Ins",0
"Addison","Ferrisburgh","Ferrisburgh","Auditor General","",,"Write Ins",3
"Franklin","Fletcher","Fletcher","Auditor General","",,"Write Ins",0
"Franklin","Franklin","Franklin","Auditor General","",,"Write Ins",0
"Franklin","Georgia","Georgia","Auditor General","",,"Write Ins",5
"Orleans","Glover","Glover","Auditor General","",,"Write Ins",0
"Addison","Goshen","Goshen","Auditor General","",,"Write Ins",0
"Windham","Grafton","Grafton","Auditor General","",,"Write Ins",0
"Essex","Granby","Granby","Auditor General","",,"Write Ins",0
"Grand Isle","Grand Isle","Grand Isle","Auditor General","",,"Write Ins",5
"Addison","Granville","Granville","Auditor General","",,"Write Ins",0
"Orleans","Greensboro","Greensboro","Auditor General","",,"Write Ins",3
"Caledonia","Groton","Groton","Auditor General","",,"Write Ins",0
"Essex","Guildhall","Guildhall","Auditor General","",,"Write Ins",0
"Windham","Guilford","Guilford","Auditor General","",,"Write Ins",0
"Windham","Halifax","Halifax","Auditor General","",,"Write Ins",1
"Addison","Hancock","Hancock","Auditor General","",,"Write Ins",0
