"county","town","precinct","office","district","party","candidate","votes"
"Rutland","Mount Holly","Mount Holly","Attorney General","","","Blanks",60
"Rutland","Mount Tabor","Mount Tabor","Attorney General","","","Blanks",6
"Addison","New Haven","New Haven","Attorney General","","","Blanks",63
"Caledonia","Newark","Newark","Attorney General","","","Blanks",14
"Orange","Newbury","Newbury","Attorney General","","","Blanks",72
"Windham","Newfane","Newfane","Attorney General","","","Blanks",85
"Orleans","Newport City","Newport City","Attorney General","","","Blanks",70
"Orleans","Newport Town","Newport Town","Attorney General","","","Blanks",47
"Grand Isle","North Hero","N. Hero","Attorney General","","","Blanks",21
"Washington","Northfield","Northfield","Attorney General","","","Blanks",139
"Essex","Norton","Norton","Attorney General","","","Blanks",5
"Windsor","Norwich","Norwich","Attorney General","","","Blanks",206
"Orange","Orange","Orange","Attorney General","","","Blanks",27
"Addison","Orwell","Orwell","Attorney General","","","Blanks",34
"Addison","Panton","Panton","Attorney General","","","Blanks",8
"Rutland","Pawlet","Pawlet","Attorney General","","","Blanks",47
"Caledonia","Peacham","Peacham","Attorney General","","","Blanks",14
"Bennington","Peru","Peru","Attorney General","","","Blanks",21
"Rutland","Pittsfield","Pittsfield","Attorney General","","","Blanks",19
"Rutland","Pittsford","Pittsford","Attorney General","","","Blanks",116
"Washington","Plainfield","Plainfield","Attorney General","","","Blanks",38
"Windsor","Plymouth","Plymouth","Attorney General","","","Blanks",34
"Windsor","Pomfret","Pomfret","Attorney General","","","Blanks",21
"Rutland","Poultney","Poultney","Attorney General","","","Blanks",100
"Bennington","Pownal","Pownal","Attorney General","","","Blanks",145
"Rutland","Proctor","Proctor","Attorney General","","","Blanks",54
"Windham","Putney","Putney","Attorney General","","","Blanks",119
"Orange","Randolph","Randolph","Attorney General","","","Blanks",135
"Windsor","Reading","Reading","Attorney General","","","Blanks",35
"Bennington","Readsboro","Readsboro","Attorney General","","","Blanks",36
"Franklin","Richford","Richford","Attorney General","","","Blanks",30
"Chittenden","Richmond","Richmond","Attorney General","","","Blanks",145
"Addison","Ripton","Ripton","Attorney General","","","Blanks",29
"Windsor","Rochester","Rochester","Attorney General","","","Blanks",37
"Windham","Rockingham","Rockingham","Attorney General","","","Blanks",155
"Washington","Roxbury","Roxbury","Attorney General","","","Blanks",17
"Windsor","Royalton","Royalton","Attorney General","","","Blanks",104
"Bennington","Rupert","Rupert","Attorney General","","","Blanks",20
"Rutland","Rutland City","Rutland 5-1","Attorney General","","","Blanks",170
"Rutland","Rutland City","Rutland 5-2","Attorney General","","","Blanks",119
"Rutland","Rutland City","Rutland 5-3","Attorney General","","","Blanks",97
"Rutland","Rutland City","Rutland 5-4","Attorney General","","","Blanks",117
"Rutland","Rutland Town","Rutland Town","Attorney General","","","Blanks",137
"Caledonia","Ryegate","Ryegate","Attorney General","","","Blanks",29
"Addison","Salisbury","Salisbury","Attorney General","","","Blanks",29
"Bennington","Sandgate","Sandgate","Attorney General","","","Blanks",5
"Bennington","Searsburg","Searsburg","Attorney General","","","Blanks",5
"Bennington","Shaftsbury","Shaftsbury","Attorney General","","","Blanks",130
"Windsor","Sharon","Sharon","Attorney General","","","Blanks",50
"Caledonia","Sheffield","Sheffield","Attorney General","","","Blanks",17
"Chittenden","Shelburne","Chittenden 5-1","Attorney General","","","Blanks",167
"Chittenden","Shelburne","Chittenden 5-2","Attorney General","","","Blanks",116
"Franklin","Sheldon","Sheldon","Attorney General","","","Blanks",32
"Addison","Shoreham","Shoreham","Attorney General","","","Blanks",57
"Rutland","Shrewsbury","Shrewsbury","Attorney General","","","Blanks",32
"Chittenden","South Burlington","Chittenden 7-1","Attorney General","","","Blanks",137
"Chittenden","South Burlington","Chittenden 7-2","Attorney General","","","Blanks",179
"Chittenden","South Burlington","Chittenden 7-3","Attorney General","","","Blanks",169
"Chittenden","South Burlington","Chittenden 7-4","Attorney General","","","Blanks",129
"Grand Isle","South Hero","S. Hero","Attorney General","","","Blanks",55
"Windsor","Springfield","Windsor 3-1","Attorney General","","","Blanks",6
"Windsor","Springfield","Windsor 3-2","Attorney General","","","Blanks",249
,"Saint  Albans City","St. Albans City","Attorney General","","","Blanks",97
,"Saint  Albans Town","Franklin 3-1","Attorney General","","","Blanks",45
,"Saint  Albans Town","Franklin 3-2","Attorney General","","","Blanks",88
,"Saint  George","St. George","Attorney General","","","Blanks",23
,"Saint  Johnsbury","St. Johnsbury","Attorney General","","","Blanks",118
"Bennington","Stamford","Stamford","Attorney General","","","Blanks",54
"Caledonia","Stannard","Stannard","Attorney General","","","Blanks",7
"Addison","Starksboro","Starksboro","Attorney General","","","Blanks",46
"Windsor","Stockbridge","Stockbridge","Attorney General","","","Blanks",34
"Lamoille","Stowe","Stowe","Attorney General","","","Blanks",234
"Orange","Strafford","Strafford","Attorney General","","","Blanks",36
"Windham","Stratton","Stratton","Attorney General","","","Blanks",9
"Rutland","Sudbury","Sudbury","Attorney General","","","Blanks",15
"Bennington","Sunderland","Bennington 3","Attorney General","","","Blanks",13
"Bennington","Sunderland","Bennington 4","Attorney General","","","Blanks",37
"Caledonia","Sutton","Sutton","Attorney General","","","Blanks",35
"Franklin","Swanton","Swanton","Attorney General","","","Blanks",83
"Orange","Thetford","Thetford","Attorney General","","","Blanks",108
"Rutland","Tinmouth","Rutland 2","Attorney General","","","Blanks",3
"Rutland","Tinmouth","Rutland-Bennington","Attorney General","","","Blanks",7
"Orange","Topsham","Topsham","Attorney General","","","Blanks",43
"Windham","Townshend","Townshend","Attorney General","","","Blanks",66
"Orleans","Troy","Orleans 2","Attorney General","","","Blanks",0
"Orleans","Troy","Orleans-Lamoille","Attorney General","","","Blanks",24
"Orange","Tunbridge","Tunbridge","Attorney General","","","Blanks",42
"Chittenden","Underhill","Underhill","Attorney General","","","Blanks",104
"Addison","Vergennes","Vergennes","Attorney General","","","Blanks",45
"Windham","Vernon","Vernon","Attorney General","","","Blanks",108
"Orange","Vershire","Vershire","Attorney General","","","Blanks",25
"Essex","Victory","Victory","Attorney General","","","Blanks",3
"Washington","Waitsfield","Waitsfield","Attorney General","","","Blanks",94
"Caledonia","Walden","Walden","Attorney General","","","Blanks",27
"Rutland","Wallingford","Wallingford","Attorney General","","","Blanks",81
"Addison","Waltham","Waltham","Attorney General","","","Blanks",15
"Windham","Wardsboro","Wardsboro","Attorney General","","","Blanks",29
"Washington","Warren","Warren","Attorney General","","","Blanks",83
"Orange","Washington","Washington","Attorney General","","","Blanks",34
"Washington","Waterbury","Waterbury","Attorney General","","","Blanks",214
"Caledonia","Waterford","Waterford","Attorney General","","","Blanks",30
"Lamoille","Waterville","Waterville","Attorney General","","","Blanks",25
"Windsor","Weathersfield","Weathersfield","Attorney General","","","Blanks",104
"Rutland","Wells","Wells","Attorney General","","","Blanks",30
"Orange","West Fairlee","W. Fairlee","Attorney General","","","Blanks",18
"Rutland","West Haven","W. Haven","Attorney General","","","Blanks",15
"Rutland","West Rutland","W. Rutland","Attorney General","","","Blanks",50
"Windsor","West Windsor","W. Windsor","Attorney General","","","Blanks",51
"Orleans","Westfield","Westfield","Attorney General","","","Blanks",16
"Chittenden","Westford","Westford","Attorney General","","","Blanks",75
"Windham","Westminster","Windham 3","Attorney General","","","Blanks",1
"Windham","Westminster","Windham 4","Attorney General","","","Blanks",102
"Orleans","Westmore","Westmore","Attorney General","","","Blanks",9
"Windsor","Weston","Weston","Attorney General","","","Blanks",27
"Addison","Weybridge","Weybridge","Attorney General","","","Blanks",30
"Caledonia","Wheelock","Wheelock","Attorney General","","","Blanks",30
"Addison","Whiting","Whiting","Attorney General","","","Blanks",13
"Windham","Whitingham","Windham 6","Attorney General","","","Blanks",59
"Windham","Whitingham","Windham-Bennington","Attorney General","","","Blanks",0
"Orange","Williamstown","Williamstown","Attorney General","","","Blanks",82
"Chittenden","Williston","Williston","Attorney General","","","Blanks",328
"Windham","Wilmington","Wilmington","Attorney General","","","Blanks",112
"Windham","Windham","Windham","Attorney General","","","Blanks",27
"Windsor","Windsor","Windsor","Attorney General","","","Blanks",124
"Bennington","Winhall","Winhall","Attorney General","","","Blanks",48
"Chittenden","Winooski","Winooski","Attorney General","","","Blanks",231
"Lamoille","Wolcott","Wolcott","Attorney General","","","Blanks",46
"Washington","Woodbury","Woodbury","Attorney General","","","Blanks",25
"Bennington","Woodford","Woodford","Attorney General","","","Blanks",23
"Windsor","Woodstock","Woodstock","Attorney General","","","Blanks",155
"Washington","Worcester","Worcester","Attorney General","","","Blanks",20
"Addison","Addison","Addison","Governor","","Republican","Phil Scott",578
"Orleans","Albany","Albany","Governor","","Republican","Phil Scott",320
"Grand Isle","Alburgh","Alburgh","Governor","","Republican","Phil Scott",583
"Windsor","Andover","Andover","Governor","","Republican","Phil Scott",187
"Bennington","Arlington","Arlington","Governor","","Republican","Phil Scott",666
"Windham","Athens","Athens","Governor","","Republican","Phil Scott",79
"Franklin","Bakersfield","Bakersfield","Governor","","Republican","Phil Scott",386
"Windsor","Baltimore","Baltimore","Governor","","Republican","Phil Scott",81
"Windsor","Barnard","Barnard","Governor","","Republican","Phil Scott",273
"Caledonia","Barnet","Barnet","Governor","","Republican","Phil Scott",553
"Washington","Barre City","Barre City","Governor","","Republican","Phil Scott",2115
"Washington","Barre Town","Barre Town","Governor","","Republican","Phil Scott",3282
"Orleans","Barton","Barton","Governor","","Republican","Phil Scott",732
"Lamoille","Belvidere","Belvidere","Governor","","Republican","Phil Scott",115
"Bennington","Bennington","Bennington 2-1","Governor","","Republican","Phil Scott",1280
"Bennington","Bennington","Bennington 2-2","Governor","","Republican","Phil Scott",1366
"Rutland","Benson","Benson","Governor","","Republican","Phil Scott",329
"Franklin","Berkshire","Berkshire","Governor","","Republican","Phil Scott",444
"Washington","Berlin","Berlin","Governor","","Republican","Phil Scott",945
"Windsor","Bethel","Bethel","Governor","","Republican","Phil Scott",555
"Essex","Bloomfield","Bloomfield","Governor","","Republican","Phil Scott",70
"Chittenden","Bolton","Bolton","Governor","","Republican","Phil Scott",353
"Orange","Bradford","Bradford","Governor","","Republican","Phil Scott",660
"Orange","Braintree","Braintree","Governor","","Republican","Phil Scott",329
"Rutland","Brandon","Brandon","Governor","","Republican","Phil Scott",1168
"Windham","Brattleboro","Windham 2-1","Governor","","Republican","Phil Scott",625
"Windham","Brattleboro","Windham 2-2","Governor","","Republican","Phil Scott",327
"Windham","Brattleboro","Windham 2-3","Governor","","Republican","Phil Scott",369
"Windsor","Bridgewater","Bridgewater","Governor","","Republican","Phil Scott",260
"Addison","Bridport","Bridport","Governor","","Republican","Phil Scott",442
"Essex","Brighton","Brighton","Governor","","Republican","Phil Scott",388
"Addison","Bristol","Bristol","Governor","","Republican","Phil Scott",1022
"Orange","Brookfield","Brookfield","Governor","","Republican","Phil Scott",442
"Windham","Brookline","Brookline","Governor","","Republican","Phil Scott",114
"Orleans","Brownington","Brownington","Governor","","Republican","Phil Scott",273
"Essex","Brunswick","Brunswick","Governor","","Republican","Phil Scott",47
"Caledonia","Burke","Burke","Governor","","Republican","Phil Scott",546
"Chittenden","Burlington","Chittenden 6-1","Governor","","Republican","Phil Scott",1827
"Chittenden","Burlington","Chittenden 6-2","Governor","","Republican","Phil Scott",641
"Chittenden","Burlington","Chittenden 6-3","Governor","","Republican","Phil Scott",634
"Chittenden","Burlington","Chittenden 6-4","Governor","","Republican","Phil Scott",416
"Chittenden","Burlington","Chittenden 6-5","Governor","","Republican","Phil Scott",1254
"Chittenden","Burlington","Chittenden 6-6","Governor","","Republican","Phil Scott",232
"Chittenden","Burlington","Chittenden 6-7","Governor","","Republican","Phil Scott",24
"Washington","Cabot","Cabot","Governor","","Republican","Phil Scott",432
"Washington","Calais","Calais","Governor","","Republican","Phil Scott",443
"Lamoille","Cambridge","Cambridge","Governor","","Republican","Phil Scott",1068
"Essex","Canaan","Canaan","Governor","","Republican","Phil Scott",277
"Rutland","Castleton","Castleton","Governor","","Republican","Phil Scott",1147
"Windsor","Cavendish","Cavendish","Governor","","Republican","Phil Scott",387
"Orleans","Charleston","Charleston","Governor","","Republican","Phil Scott",308
"Chittenden","Charlotte","Charlotte","Governor","","Republican","Phil Scott",1207
"Orange","Chelsea","Chelsea","Governor","","Republican","Phil Scott",457
"Windsor","Chester","Chester","Governor","","Republican","Phil Scott",801
"Rutland","Chittenden","Chittenden","Governor","","Republican","Phil Scott",479
"Rutland","Clarendon","Clarendon","Governor","","Republican","Phil Scott",861
"Chittenden","Colchester","Chittenden 9-1","Governor","","Republican","Phil Scott",1901
"Chittenden","Colchester","Chittenden 9-2","Governor","","Republican","Phil Scott",2577
"Essex","Concord","Concord","Governor","","Republican","Phil Scott",408
"Orange","Corinth","Corinth","Governor","","Republican","Phil Scott",394
"Addison","Cornwall","Cornwall","Governor","","Republican","Phil Scott",347
"Orleans","Coventry","Coventry","Governor","","Republican","Phil Scott",366
"Orleans","Craftsbury","Craftsbury","Governor","","Republican","Phil Scott",379
"Rutland","Danby","Danby","Governor","","Republican","Phil Scott",415
"Caledonia","Danville","Danville","Governor","","Republican","Phil Scott",897
"Orleans","Derby","Derby","Governor","","Republican","Phil Scott",1591
"Bennington","Dorset","Dorset","Governor","","Republican","Phil Scott",662
"Windham","Dover","Dover","Governor","","Republican","Phil Scott",394
"Windham","Dummerston","Dummerston","Governor","","Republican","Phil Scott",349
"Washington","Duxbury","Duxbury","Governor","","Republican","Phil Scott",464
"Essex","East Haven","E. Haven","Governor","","Republican","Phil Scott",106
"Washington","East Montpelier","E. Montpelier","Governor","","Republican","Phil Scott",796
"Lamoille","Eden","Eden","Governor","","Republican","Phil Scott",402
"Lamoille","Elmore","Elmore","Governor","","Republican","Phil Scott",281
"Franklin","Enosburgh","Enosburgh","Governor","","Republican","Phil Scott",787
"Chittenden","Essex","Chittenden 8-1","Governor","","Republican","Phil Scott",2644
"Chittenden","Essex","Chittenden 8-2","Governor","","Republican","Phil Scott",2709
"Chittenden","Essex","Chittenden 8-3","Governor","","Republican","Phil Scott",816
"Rutland","Fair Haven","Fair Haven","Governor","","Republican","Phil Scott",741
"Franklin","Fairfax","Fairfax","Governor","","Republican","Phil Scott",1571
"Franklin","Fairfield","Fairfield","Governor","","Republican","Phil Scott",649
"Orange","Fairlee","Fairlee","Governor","","Republican","Phil Scott",263
"Washington","Fayston","Fayston","Governor","","Republican","Phil Scott",384
"Addison","Ferrisburgh","Ferrisburgh","Governor","","Republican","Phil Scott",962
"Franklin","Fletcher","Fletcher","Governor","","Republican","Phil Scott",428
"Franklin","Franklin","Franklin","Governor","","Republican","Phil Scott",470
"Franklin","Georgia","Georgia","Governor","","Republican","Phil Scott",1729
"Orleans","Glover","Glover","Governor","","Republican","Phil Scott",389
"Addison","Goshen","Goshen","Governor","","Republican","Phil Scott",53
"Windham","Grafton","Grafton","Governor","","Republican","Phil Scott",236
"Essex","Granby","Granby","Governor","","Republican","Phil Scott",33
"Grand Isle","Grand Isle","Grand Isle","Governor","","Republican","Phil Scott",773
"Addison","Granville","Granville","Governor","","Republican","Phil Scott",61
"Orleans","Greensboro","Greensboro","Governor","","Republican","Phil Scott",226
"Caledonia","Groton","Groton","Governor","","Republican","Phil Scott",345
"Essex","Guildhall","Guildhall","Governor","","Republican","Phil Scott",92
"Windham","Guilford","Guilford","Governor","","Republican","Phil Scott",368
"Windham","Halifax","Halifax","Governor","","Republican","Phil Scott",192
"Addison","Hancock","Hancock","Governor","","Republican","Phil Scott",97
"Caledonia","Hardwick","Hardwick","Governor","","Republican","Phil Scott",879
"Windsor","Hartford","Windsor 4-1","Governor","","Republican","Phil Scott",588
"Windsor","Hartford","Windsor 4-2","Governor","","Republican","Phil Scott",1563
"Windsor","Hartland","Hartland","Governor","","Republican","Phil Scott",910
"Franklin","Highgate","Highgate","Governor","","Republican","Phil Scott",1047
"Chittenden","Hinesburg","Chittenden 4-1","Governor","","Republican","Phil Scott",5
"Chittenden","Hinesburg","Chittenden 4-2","Governor","","Republican","Phil Scott",1241
"Orleans","Holland","Holland","Governor","","Republican","Phil Scott",233
"Rutland","Hubbardton","Hubbardton","Governor","","Republican","Phil Scott",235
"Chittenden","Huntington","Huntington","Governor","","Republican","Phil Scott",503
"Lamoille","Hyde Park","Hyde Park","Governor","","Republican","Phil Scott",971
"Rutland","Ira","Ira","Governor","","Republican","Phil Scott",161
"Orleans","Irasburg","Irasburg","Governor","","Republican","Phil Scott",445
"Grand Isle","Isle La Motte","Isle La Motte","Governor","","Republican","Phil Scott",204
"Windham","Jamaica","Jamaica","Governor","","Republican","Phil Scott",226
"Orleans","Jay","Jay","Governor","","Republican","Phil Scott",162
"Chittenden","Jericho","Jericho","Governor","","Republican","Phil Scott",1702
"Lamoille","Johnson","Johnson","Governor","","Republican","Phil Scott",724
"Rutland","Killington","Killington","Governor","","Republican","Phil Scott",383
"Caledonia","Kirby","Kirby","Governor","","Republican","Phil Scott",162
"Bennington","Landgrove","Landgrove","Governor","","Republican","Phil Scott",55
"Addison","Leicester","Leicester","Governor","","Republican","Phil Scott",332
"Essex","Lemington","Lemington","Governor","","Republican","Phil Scott",43
"Addison","Lincoln","Lincoln","Governor","","Republican","Phil Scott",330
"Windham","Londonderry","Londonderry","Governor","","Republican","Phil Scott",521
"Orleans","Lowell","Lowell","Governor","","Republican","Phil Scott",333
"Windsor","Ludlow","Ludlow","Governor","","Republican","Phil Scott",578
"Essex","Lunenburg","Lunenburg","Governor","","Republican","Phil Scott",403
"Caledonia","Lyndon","Lyndon","Governor","","Republican","Phil Scott",1410
"Essex","Maidstone","Maidstone","Governor","","Republican","Phil Scott",77
"Bennington","Manchester","Manchester","Governor","","Republican","Phil Scott",1231
"Windham","Marlboro","Marlboro","Governor","","Republican","Phil Scott",138
"Washington","Marshfield","Marshfield","Governor","","Republican","Phil Scott",476
"Rutland","Mendon","Mendon","Governor","","Republican","Phil Scott",408
"Addison","Middlebury","Middlebury","Governor","","Republican","Phil Scott",1351
"Washington","Middlesex","Middlesex","Governor","","Republican","Phil Scott",515
"Rutland","Middletown Springs","Middletown Springs","Governor","","Republican","Phil Scott",266
"Chittenden","Milton","Chittenden 10","Governor","","Republican","Phil Scott",2973
"Chittenden","Milton","Grand Isle-Chittenden","Governor","","Republican","Phil Scott",520
"Addison","Monkton","Monkton","Governor","","Republican","Phil Scott",704
"Franklin","Montgomery","Montgomery","Governor","","Republican","Phil Scott",339
"Washington","Montpelier","Montpelier","Governor","","Republican","Phil Scott",1515
"Washington","Moretown","Moretown","Governor","","Republican","Phil Scott",551
"Orleans","Morgan","Morgan","Governor","","Republican","Phil Scott",258
"Lamoille","Morristown","Morristown","Governor","","Republican","Phil Scott",1566
"Rutland","Mount Holly","Mount Holly","Governor","","Republican","Phil Scott",447
"Rutland","Mount Tabor","Mount Tabor","Governor","","Republican","Phil Scott",62
"Addison","New Haven","New Haven","Governor","","Republican","Phil Scott",664
"Caledonia","Newark","Newark","Governor","","Republican","Phil Scott",217
"Orange","Newbury","Newbury","Governor","","Republican","Phil Scott",604
"Windham","Newfane","Newfane","Governor","","Republican","Phil Scott",315
"Orleans","Newport City","Newport City","Governor","","Republican","Phil Scott",970
"Orleans","Newport Town","Newport Town","Governor","","Republican","Phil Scott",518
"Grand Isle","North Hero","N. Hero","Governor","","Republican","Phil Scott",414
"Washington","Northfield","Northfield","Governor","","Republican","Phil Scott",1463
"Essex","Norton","Norton","Governor","","Republican","Phil Scott",64
"Windsor","Norwich","Norwich","Governor","","Republican","Phil Scott",483
"Orange","Orange","Orange","Governor","","Republican","Phil Scott",416
"Addison","Orwell","Orwell","Governor","","Republican","Phil Scott",465
"Addison","Panton","Panton","Governor","","Republican","Phil Scott",227
"Rutland","Pawlet","Pawlet","Governor","","Republican","Phil Scott",413
"Caledonia","Peacham","Peacham","Governor","","Republican","Phil Scott",260
"Bennington","Peru","Peru","Governor","","Republican","Phil Scott",103
"Rutland","Pittsfield","Pittsfield","Governor","","Republican","Phil Scott",163
"Rutland","Pittsford","Pittsford","Governor","","Republican","Phil Scott",1055
"Washington","Plainfield","Plainfield","Governor","","Republican","Phil Scott",278
"Windsor","Plymouth","Plymouth","Governor","","Republican","Phil Scott",185
"Windsor","Pomfret","Pomfret","Governor","","Republican","Phil Scott",261
"Rutland","Poultney","Poultney","Governor","","Republican","Phil Scott",873
"Bennington","Pownal","Pownal","Governor","","Republican","Phil Scott",785
"Rutland","Proctor","Proctor","Governor","","Republican","Phil Scott",543
"Windham","Putney","Putney","Governor","","Republican","Phil Scott",292
"Orange","Randolph","Randolph","Governor","","Republican","Phil Scott",1337
"Windsor","Reading","Reading","Governor","","Republican","Phil Scott",176
"Bennington","Readsboro","Readsboro","Governor","","Republican","Phil Scott",193
"Franklin","Richford","Richford","Governor","","Republican","Phil Scott",555
"Chittenden","Richmond","Richmond","Governor","","Republican","Phil Scott",1173
"Addison","Ripton","Ripton","Governor","","Republican","Phil Scott",124
"Windsor","Rochester","Rochester","Governor","","Republican","Phil Scott",288
"Windham","Rockingham","Rockingham","Governor","","Republican","Phil Scott",809
"Washington","Roxbury","Roxbury","Governor","","Republican","Phil Scott",219
"Windsor","Royalton","Royalton","Governor","","Republican","Phil Scott",711
"Bennington","Rupert","Rupert","Governor","","Republican","Phil Scott",204
"Rutland","Rutland City","Rutland 5-1","Governor","","Republican","Phil Scott",1390
"Rutland","Rutland City","Rutland 5-2","Governor","","Republican","Phil Scott",1081
"Rutland","Rutland City","Rutland 5-3","Governor","","Republican","Phil Scott",791
"Rutland","Rutland City","Rutland 5-4","Governor","","Republican","Phil Scott",928
"Rutland","Rutland Town","Rutland Town","Governor","","Republican","Phil Scott",1519
"Caledonia","Ryegate","Ryegate","Governor","","Republican","Phil Scott",376
"Addison","Salisbury","Salisbury","Governor","","Republican","Phil Scott",341
"Bennington","Sandgate","Sandgate","Governor","","Republican","Phil Scott",115
"Bennington","Searsburg","Searsburg","Governor","","Republican","Phil Scott",38
"Bennington","Shaftsbury","Shaftsbury","Governor","","Republican","Phil Scott",944
"Windsor","Sharon","Sharon","Governor","","Republican","Phil Scott",376
"Caledonia","Sheffield","Sheffield","Governor","","Republican","Phil Scott",210
"Chittenden","Shelburne","Chittenden 5-1","Governor","","Republican","Phil Scott",1088
"Chittenden","Shelburne","Chittenden 5-2","Governor","","Republican","Phil Scott",1089
"Franklin","Sheldon","Sheldon","Governor","","Republican","Phil Scott",617
"Addison","Shoreham","Shoreham","Governor","","Republican","Phil Scott",373
"Rutland","Shrewsbury","Shrewsbury","Governor","","Republican","Phil Scott",356
"Chittenden","South Burlington","Chittenden 7-1","Governor","","Republican","Phil Scott",1076
"Chittenden","South Burlington","Chittenden 7-2","Governor","","Republican","Phil Scott",1482
"Chittenden","South Burlington","Chittenden 7-3","Governor","","Republican","Phil Scott",945
"Chittenden","South Burlington","Chittenden 7-4","Governor","","Republican","Phil Scott",1106
"Grand Isle","South Hero","S. Hero","Governor","","Republican","Phil Scott",641
"Windsor","Springfield","Windsor 3-1","Governor","","Republican","Phil Scott",85
"Windsor","Springfield","Windsor 3-2","Governor","","Republican","Phil Scott",2076
,"Saint  Albans City","St. Albans City","Governor","","Republican","Phil Scott",1469
,"Saint  Albans Town","Franklin 3-1","Governor","","Republican","Phil Scott",699
,"Saint  Albans Town","Franklin 3-2","Governor","","Republican","Phil Scott",1455
,"Saint  George","St. George","Governor","","Republican","Phil Scott",207
,"Saint  Johnsbury","St. Johnsbury","Governor","","Republican","Phil Scott",1869
"Bennington","Stamford","Stamford","Governor","","Republican","Phil Scott",251
"Caledonia","Stannard","Stannard","Governor","","Republican","Phil Scott",49
"Addison","Starksboro","Starksboro","Governor","","Republican","Phil Scott",459
"Windsor","Stockbridge","Stockbridge","Governor","","Republican","Phil Scott",228
"Lamoille","Stowe","Stowe","Governor","","Republican","Phil Scott",1372
"Orange","Strafford","Strafford","Governor","","Republican","Phil Scott",233
"Windham","Stratton","Stratton","Governor","","Republican","Phil Scott",77
"Rutland","Sudbury","Sudbury","Governor","","Republican","Phil Scott",194
"Bennington","Sunderland","Bennington 3","Governor","","Republican","Phil Scott",65
"Bennington","Sunderland","Bennington 4","Governor","","Republican","Phil Scott",227
"Caledonia","Sutton","Sutton","Governor","","Republican","Phil Scott",338
"Franklin","Swanton","Swanton","Governor","","Republican","Phil Scott",1867
"Orange","Thetford","Thetford","Governor","","Republican","Phil Scott",582
"Rutland","Tinmouth","Rutland 2","Governor","","Republican","Phil Scott",39
"Rutland","Tinmouth","Rutland-Bennington","Governor","","Republican","Phil Scott",122
"Orange","Topsham","Topsham","Governor","","Republican","Phil Scott",418
"Windham","Townshend","Townshend","Governor","","Republican","Phil Scott",268
"Orleans","Troy","Orleans 2","Governor","","Republican","Phil Scott",122
"Orleans","Troy","Orleans-Lamoille","Governor","","Republican","Phil Scott",325
"Orange","Tunbridge","Tunbridge","Governor","","Republican","Phil Scott",408
"Chittenden","Underhill","Underhill","Governor","","Republican","Phil Scott",990
"Addison","Vergennes","Vergennes","Governor","","Republican","Phil Scott",660
"Windham","Vernon","Vernon","Governor","","Republican","Phil Scott",673
"Orange","Vershire","Vershire","Governor","","Republican","Phil Scott",187
"Essex","Victory","Victory","Governor","","Republican","Phil Scott",48
"Washington","Waitsfield","Waitsfield","Governor","","Republican","Phil Scott",527
"Caledonia","Walden","Walden","Governor","","Republican","Phil Scott",320
"Rutland","Wallingford","Wallingford","Governor","","Republican","Phil Scott",670
"Addison","Waltham","Waltham","Governor","","Republican","Phil Scott",165
"Windham","Wardsboro","Wardsboro","Governor","","Republican","Phil Scott",186
"Washington","Warren","Warren","Governor","","Republican","Phil Scott",438
"Orange","Washington","Washington","Governor","","Republican","Phil Scott",405
"Washington","Waterbury","Waterbury","Governor","","Republican","Phil Scott",1552
"Caledonia","Waterford","Waterford","Governor","","Republican","Phil Scott",534
"Lamoille","Waterville","Waterville","Governor","","Republican","Phil Scott",246
"Windsor","Weathersfield","Weathersfield","Governor","","Republican","Phil Scott",904
"Rutland","Wells","Wells","Governor","","Republican","Phil Scott",377
"Orange","West Fairlee","W. Fairlee","Governor","","Republican","Phil Scott",160
"Rutland","West Haven","W. Haven","Governor","","Republican","Phil Scott",100
"Rutland","West Rutland","W. Rutland","Governor","","Republican","Phil Scott",727
"Windsor","West Windsor","W. Windsor","Governor","","Republican","Phil Scott",343
"Orleans","Westfield","Westfield","Governor","","Republican","Phil Scott",194
"Chittenden","Westford","Westford","Governor","","Republican","Phil Scott",732
"Windham","Westminster","Windham 3","Governor","","Republican","Phil Scott",36
"Windham","Westminster","Windham 4","Governor","","Republican","Phil Scott",465
"Orleans","Westmore","Westmore","Governor","","Republican","Phil Scott",147
"Windsor","Weston","Weston","Governor","","Republican","Phil Scott",183
"Addison","Weybridge","Weybridge","Governor","","Republican","Phil Scott",217
"Caledonia","Wheelock","Wheelock","Governor","","Republican","Phil Scott",256
"Addison","Whiting","Whiting","Governor","","Republican","Phil Scott",127
"Windham","Whitingham","Windham 6","Governor","","Republican","Phil Scott",346
"Windham","Whitingham","Windham-Bennington","Governor","","Republican","Phil Scott",14
"Orange","Williamstown","Williamstown","Governor","","Republican","Phil Scott",1164
"Chittenden","Williston","Williston","Governor","","Republican","Phil Scott",3153
"Windham","Wilmington","Wilmington","Governor","","Republican","Phil Scott",470
"Windham","Windham","Windham","Governor","","Republican","Phil Scott",195
"Windsor","Windsor","Windsor","Governor","","Republican","Phil Scott",734
"Bennington","Winhall","Winhall","Governor","","Republican","Phil Scott",281
"Chittenden","Winooski","Winooski","Governor","","Republican","Phil Scott",1057
"Lamoille","Wolcott","Wolcott","Governor","","Republican","Phil Scott",477
"Washington","Woodbury","Woodbury","Governor","","Republican","Phil Scott",305
"Bennington","Woodford","Woodford","Governor","","Republican","Phil Scott",85
"Windsor","Woodstock","Woodstock","Governor","","Republican","Phil Scott",792
